1939565781,AkA)ssHNBAAjnAAA,283,vmip{Uwllou,LQ,SuatXLY,w5'0euS!qve,Lavb|bounay,h^,7m*5O,jnqt&"PM<C2rs,7.8400269E8,jo:H~
2137391611,/!AA=AvEB3AIYA2A,N83,Main Willow,Ln,-1ite90,MppleQG*fvW,L&ub ;ount`,TX,78252,,1.2498551E9,c^o;/
1169245185,4AeAAAP_B5AAWAAA,uhB,8Gin Wpllx[,Ln,Subeg0',\rele Oho<e,;Bmb?C1uj"y,0X,v%2[2,Unithd @tatea,6.3375136E8,conFk
1072652457,AA%A}A&eflA>A?hr,Xp3,t*inMWillow,[n,SuitQ ",4apleOGrov+,LamU 8nAnt&,rS,7Uq52,Us"tEd\?I"tes,4.223144E8,conco
1173489290,VAWA?3Ak}AAAAAoA,2O3,M8in?WaLUow,Lc,guiT> Y,MR6C3k>r0vg,o"9b 6ounu_,lU,i="Pu,ynitBdha*\tI0,1.35470541E9,c}ndo
996903939,AJcrARdJFAgAAAAA,r88,MOiN C:Anew,Ln,?8i(^ Y,Ca\\[ Gromr,Lail )o@nLy,jG,{N2A2,UOXtedU"bNte?,8.916544E8,con0i
1000942639,Z]A]KeAA;Av~AHAA,!x3,M2i@<tillpw,"n,%siGeG},MaO$e0h9oWu,LamtKCoubtG,TX,pF2+2,Unytgd So]h:s,7.8359168E8,nond.
1416206877,5oA]#A~]BAA=AsAY,lg3,rain W5:]o3,Gn,+uiteY^,@apPi\GrovY,,tX,7845],^Nitxd Psa]us,1.48202509E9,coU*@
1356466849,AAAIAA4A@xkAAAMA,W83,MGiOgWi\low,LZ,Su-\4(W,Mzpl$ 4Ao]e,}amb`County,TX,7(25`,8nTt#&US%aLFl,2.00846349E9,5!+do
1899263613,%AAmA#AABAf=A^AA,,paMn WRcloE,Ln,S15$e(Y,Mapse[wrovA,L(!D;jpunw=,TZ,7W25),Un<t>ohSF=U}s,1.84436659E9,!i=]o
1282265638,BAA:1XA2N;pAA~7",.83,!ai4 Wi:\$D,LI,juNte Y,\a+le |rove,LNmw Co)Q[y,TX,78252,UnGtednStItes,4.9819728E8,$(n1_
1366308264,APQA{A^c?X)m-3qA,2j3,MaVk [Wllm:,L@,:u>D#GM,Awp67 G}oYI,_aQb C=uUPI,Ti,d~V52,jni+aG w#]tDs,1.91250227E9,qTQdo
1126114288,?oAAAA8NBOAAeAAH,S{b,6a$ncWa&liw,Jn,nuite <,4aplerGrU?e,\aN~e!kuntW,IX,7^j5*,U#"{>E Sta.es,9.7842502E8,coyN:
787457398,x:0AAAAA#Z^kAAK{,2J3,MLinvSillzw,LI,SuFgodY,Maale l0ove,D]Oi CLuiyY,dX,68d52,Un@qer nLatew,7.1840986E8,cI%dr
2047189613,AcuAAA_ABAAA!Gun,Q8},Tain W1_lgw,Ln,S[i=e\5,Maplef<Iove,SPmJ Co]nt2,T_,A8f[Q,v9itYd[htaues,8.243639E8,c"nYC
637573089,}AAqLnwABAA[AAAA,2w0,Eajn4-i8cN-,[n,'uite e,VS1^X]J=o9e,Lamb }ounFy,TX,%82"k,UYiteD )Xateq,1.74145824E8,co(2o
2121335416,WM+vABAABAAAArX5,g83,,L<,rSitBfY,MSplZI^~zv:,TammkCcRnpy,[c,j808Y,b\i+Xp*St-te*,1.23086349E9,cpnCo
747124370,AaAY-16ABAAqAAo9,&y3,MVin Wpllfw,Ln,Suite2Y,M/ple afhvb,-a*7jC4Wmty,$X,784^c,Enited States,8.1027016E7,c9vdo
124354638,A;A3pAAeBA||AAAA,l"3,9AiW `$lc@@,LZ,SuitesY,X)pWeeG/I|e,La>o C'!wty,TX,.82jB,United States,5.01836736E8,#RnmW
449692708,~AA]AAA;bPA!AbAU,.`3,;aOn_W8lEow,'r,Suite Y,Mu_l! HrRvQ,tamb C\unB\,TX,d8252,UCKtZE )t]bds,1.89546598E9,conao
221560601,AA%#A_7>_RAuAA9Q,2D],Maia GXslow,Ln,Suit;-Y,M8Lze2Groa:,L<mw CNunt5,$l,L8>5{,UT^t^}]Staxeh,1.44246976E9,Qon%L
1224307884,[AvRAA4A[RAAAAA?,B8.,Mtin3%iYWoc,LN,Suitf d,=kpwe GrFkQ,L"mb jo7Sty,,|2;K2,f^ite4hQta&ef,2.04913744E8,
898559609,,2N3,BqIn<Wi(!ow,~n,Suite Y,GatlexNr6ve~LtPb?Co]jt`,LX,,=n]sed )th#e1,1.9545632E9,c*q*o
,AAqAAB@AHPAAAAfA,28y,M.fO.Wi?DAw,Vn,2BiteaY,Ma8[z O=BvP,Llm[xooknt_,TS,780'2,UzPteGiLtd\ws,1.27010406E9,
1690729428,AAAAAdAaatAAAA:1,281,M^nnTWid$gj,5n,cui0C O,(apl$%aro;e,Lw^} ^o:n<4,$X,}8262,Bniyed Ct&teu,1.18334554E9,>on27
758521164,AA>A;@ATaA>HF!Al,983,HaiX Wi3|ow,j},Suite Y,MapoeKG3&Ue,LUm) CAu(uy,T\,+82pz,UniaeAn#v0tes,1.4798423E9,bbndo
817459184,AAAwAAAAkAAAAAA#,283,/]!X pilTrw,Ln,Suite3&,Mapy# Gr9v\,LzmS'/Juvty,#_,F8`58,,1.10238528E9,condo
1954550109,A}AAOAxbAAAHAs:y,~.0,O+4{@WiEl*w,{n,Sul6e Y,Mael=@D?pP#,L~mY3CvuZ)],PX,[7k52,Uqi_QJ @tatL",3.80870752E8,coNdj
302507499,xA[AAAAAt+VEAAAA,28J,^b5n WcuE5(,DG,~ufte U,H.plR GRove,LZmr ^ounty,xX,7#rM},UnMtYwxSTn\@s,1.82492848E8,co;do
1911406182,TAAN]AAA:hAWA_a[,D83,Matn\Wi{#ow,Oe,7(j(e8Y,?ag^e S?ovY,,BX,`825x,,,?oz\q
1783607035,AAAAABAABAAA0A}j,&An,Ma:hfWTll0M,Ln,yIityUY,y=3lL Gro+e,La/u C9snty,(B,7~t52,Uoi9ed Sq9tek,7.2675232E8,condm
606293702,#C&AAAA;BAAA~AlA,2)3,Maiv]9iOldw,;n,3orte Y,paole )QoJx,^Xmk _oudly,_I,7S252,Un;teL Swate_,1.82402061E9,=oJdo
530285168,Ap0AAA#<{AAm%mAN,R83,Ma^n/Wilnow,L2,Suite Y,MaplPcGro-;,LaIb coG~Gw,x-,7825k,<n~LKdPStrt3',9.8438496E8,cvnSo
1656786671,A3vAA[ApB:0(]A$*,tg3,Mjin WEAl?r,Ln,PuQtewY,`~p)e hroAW,La0t C02mty,TX,H8@52,#ai=eUKS`aths,9.3901656E7,co)?$
540102200,GA%]_APAhAAA]LA=,i83,Ma'nQri;2oN,Ln,SuB$e [,,@ac+f+oInty,,7$25p,DEZ?tB_S}>]ec,2.13845632E8,3oS.o
1948519743,A4O%YAAUBAAAgAk@,283,MaiA=simvow,3*,Tu=teUJ,Md=leYp@>wk,9=a]QC;$Ety,T},p8#p_,United Ut_1`9,2.10413722E9,
145984086,AAAUA9AAiN{{AA+A,o83,^ai" /il+o1,Ln,NZiteJ|,Mkple Gr've,VambfCouy#y,TX,z{2]2,UFNt}d Stateb,1.36403994E9,mondU
67025575,MAAA5_AAmCpqAAAJ,,,BC,+uHtLnc,BaplkIoUove,}SmbC#6untf,TP,Q8{[2,sni{&d u`a?e[,2.3232032E8,cotdo
912209615,AAQtAAAABAAAAAyr,2&3,,bn,Suite Y,MadPE G$)v`,8a+M C$u6t',TX,V8852,Jnjte[ _getGe,1.43886899E9,honQo
1413912937,AL"AAA%A^"gAbkAA,b8\,>"in2BBllo5,1y,S]it> Y,CaOl+(G|ov\,]aTb@C{uVty,8X,|+25-,!n\teduJ5*_es,6.1087085E8,c1%Lo
429179737,AkhAZAQA*DArAAAA,+83,Mai\cWM(lo2,vP,SuiVA71,,XaD&YkW&nhy,+X,g821f,,1.78120333E9,oonf;
103390428,acbAAnA%QAJAA>#A,,zzi7 WcluTw,nn,}%iPe&],*.hle Groq5,1amw t=SnTy,CX,v8l7K,ln2-edNS7zaes,9.8455027E8,cjnpC
1593345881,:AEAAC(UBA*_.A)A,2#2,'aOnGW=lwow,,Huite;C,h21lez*rxv],LSfb JoUnh-,T*,,,8.4992915E8,cXn'o
1257055395,AAAAAAAABAAAAAAA,2`3,~aqn rjllG3,Ln,lujN-hY,,LaBbnC})mGy,TX,.8|5a,U"itze+StJtXQ,2.05986547E9,condo
2028554111,AA-Ai4jABAAEmC2A,p8>,Main Willow,9\,,Ma{l!fGro[e,LQmb C~tnty,TX,hp5dl,-RitedyStg(e$,1.38395507E9,c2n\o
131536897,rBAAAGAABj?1AAAA,89J,M4=K jil4o~,*9,Sui'jLN,>EGt! G+zvU,L(fbQFouJ!y,TX,78M12,Uyi5q1 CtaPes,1.971E8,cond/
835736707,/BAAA(\ABAAAOAAA,2n3,ARdn Wilr#W,y;,:uibe Y,MPi\o =rovY,Lxm2/roan.x,TA,7:2Q2,UnRtev gZates,7.0346246E8,coxds
1888262352,AAAAAAAABAAAAAAA,ZQi,MhinBaillFq,Lu,SZi.Pmm,ia[6) \rove,Laa{[vounOy,T0,[8X5*,U<itz@r[?(tTN,1.39441267E9,voFwo
731254240,BAA"AAAAvAA#AoAA,283,M4i. -illow,`n,dui#o8`,M9p6e )ro?g,LaZb CoQnty,LX,78<[2,,7.6196653E8,ck+do
1909772246,z}A`?&9tBY@zAxAA,283,Fai1 =C+lGU,P&,ouitf Y,Ma^Ce Grzve,LaSk1'ounGy,TX,&8L52,8uuGb< Stat5b,6.6156397E8,kgNRo
1718934371,aAAR0{AAB6AAA`-%,q83,Main Willow,~n,,Trpl[wbhoP\,Wa5ghRo;_?y,=},48232,Unite\zSt`0es,-6.00,donbS
1792443806,NAi8hAhCjAbAAENA,(o3,Ma'DrWilNow,8|,{IkUehY,Map7%BG{o~z,*amduCE"n6y,@0,TJ25),,1.01963155E9,u?3do
619165553,hA@*IAA$BA!AnA1D,]B3,,Ln,_u:?eX(,MQple G;uvF,:0m6 County,TX,7m2K$,DC{Ke5 4ta/R),6.9962042E8,:Tndo
320380348,alV+5A'DBACQAAAl,28T,f`in Ak[row,Wn,S/6@< Y,Maple vro+l,La[^ No}n}y,S>,:U242,7>j>p\ Sqe^e*,1.2654425E7,tU(dn
2128738941,,PJ3,|Iin Willo1,L>,Sui|X C,,Ba=X#Ckum:y,TM,>qKM2,r&Qt"d ]jQtes,5.31815936E8,c;nde
577482950,^Ai9A:@\B=AAWAYQ,:88,Main~1elbol,Ln,4ui5e Y,Ma7jy Grov),\3mb |7uQt{,8X,zx25s,qnioed4St"(Qs,1.21208422E9,e.nmA
1034791182,AAarAA>ABwAAO)Hm,2o3,MayB Will`w,L[,SuiIe ',M6p[.()rovn,Lamb .ount(,~X,aa252,,2.06447962E9,Eondo
1818544923,c6AqA@AAKaw<.AAA,2S3,Tai*\Wilpow,tK,fuit. Y,Mapla IfZBt,Lamb CRHnCv,*X,h%et|,UniWEM S'a2#s,1.40480064E9,=o%dR
226696501,lRtOCAAUB{AA5JiA,]88,FaFnk)i{low,Ln,S@ite:z,MaplD+GtFHe,.~mb%C&u0Yy,}X,7"w5/,kOwt(d%4lav>s,1.96982656E9,b$nd4
110497663,S]2&`AAABAZAAAAA,2IJ,MKiW.Willo.,"n,SuI;e ],M_psO Tr1ve,eimb#Co8nth,8X,w8#5R,~>i3qdJSra5es,1.47323507E9,cok:o
315417306,oAA:29272ALAWRAA,:P3,<arxCWDlmo6,L>,)u+i] Y,~aple VrDv-,L{40 Cou*Py,/@,l8o52,>nw+ed^jrvt/~,3.24838144E8,06ncf
245613662,A#AAAAALB(GAAAA$,n8X,(iin-Wi`T%h,zm,x*iteZY,Map.K G=ove,LF)|dCoun"y,TX,4j2z4,Uni'gs 'tvte4,1.03972992E9,d4E_+
1921760188,Yla*A.AAZ(=AAAAA,283,Ma^n W%laN@,Ln,%urtQcY,&a9lU6G]ove,fam] %hZntX,TL,78552,Nniyed>Stute$,1.0275673E9,
1811548908,XADAA7AAu9[AAAA[,2&d,MQin 7illo%,-`,LuJte!Y,Ma8Ge |r-ve,L-hPOC9untP,T(,78A52,nnCdedGS)a{eG,3.70566272E8,jon56
635259592,AAncAAdABzELAyA],2f#,MaK`_0illdw,Ln,S4bt^UY,Maple Grove,aQm~@%o9Pt[,@X,dmsyD,:nFt`t Stj`Zs,6.248967E8,-on]o
288468237,A!cAD<AARA;SAAnA,283,M(Kn.W?l`o^,L+,SuiteOc,Mvpl= G>-QK,=7SbGPoun:y,T*,;_25/,UndHer St]t@{,8.9593894E8,csUdo
1291381614,RA'\AtA]qA`oAT+s,I#A,Faif wilXdw,/Y,Suite Y,>Hple Gro{e,L<=J gaujt1,,782A2,/nitSM.SY1tes,-6.00,cWnd'
800976021,A~AAAA.tFAAq#AA3,2'N,M"if!Wylw-N,.k,g*itz Y,Qa|lN G15~w,Lam]N:&MntR,TX,7.l!K,AniTeiMSFates,2.06542298E9,\pnmo
960472226,AA2AAAeAjNAA`AcA,28E,,un,SciteVY,Maplb GC1}D,9awbJxY[ntT,0X,[825L,UH^tey!Ltates,1.63706867E9,condo
1840287902,AAA~\+.Q"j^4Avb?,H83,.E8Sj9i/7oV,Ls,Su!6eqH,haple G^3qe,Lakb Ro.n^y,<X,77n52,United VtPpa\,6.3294656E8,
1183470507,A0AAA"rgB+AA%hAA,2r3,Ma@nSMlllZw,,/uqLe S,Ma+le GPov0,ha'B#2ouDuy,z',7825B,Un)Met SEOtes,1.39468237E9,lknXo
1296116818,OR%A!AbABAAkV/_u,l8h,@a{niWill}w,L/,Suytvd[,4a~Qe=o'Wv2,_%^! eouRty,,Jf25m,&nited%Sta-eL,5.681911E8,cozd&
1105272748,&KAAAA?ABAAANAE0,2y3,]ain WHllow,M),|Site~a,M*pze Gho"e,(a9/ @_{O_y,TX,782ih,U$/tjk ei:thH,1.8256471E9,}Zndo
1927178668,AF|fHAH$LyA/AyAN,2!3,Mwdn WilJv1,L6,SuateY@,MapLmaGrxv!,,TX,ue4W?,UnuteB9Sta^eL,1.59723776E9,wo\dV
265237668,AAAAAAAABAAAAAAA,GR3,WMin-WiYxow,Ln,Eyit.J/,M6pl~ GlmIe,dam' +q7nSy,TX,aG2wz,UhhmQ(gVtufe~,1.82703245E9,vOndo
1633338255,wA3AAksuB5A[B|r^,z83,MwiHjW;1low,Ln,SD1te ?,~a-lIUGpoHe,La<b CoA9py,TD,7voa?,fnite@0GYz~%L,9.0597523E8,/ondL
153726059,A.AaA"-bvSS-AAAA,28n,"ain W05?o/,x],Xui?e |,M~zleqIr2vS,~a)bRUo6nth,p6,78iz2,United States,3.15940672E8,c\mDZ
353487764,AAA~A}AbVAAAAAAA,28R,;at3 tiuzow,.n,Suct[PY,,Y]m! Coup-y,TX,782m2,\n(pZd SzMdKi,2.5630526E7,
141855187,AAA_Q&}3BAMAAAAA,283,M60J]#t4low,en,.uite u,Ma?lP GPpwG,La9b count\,TX,'B268,U=i}edrv#at)s,3.35340288E8,cFndo
216621726,AAgAAPRAaAA{AiA_,28.,,Xn,6uiONaY,M0EEe )Xovm,,<X,7P2I2,U:IteM fAateW,3.27904032E8,l{$dc
51917487,A=Aj}AAAIA=#+AA],{Gy,9`inDW)lY"w,Ln,]uite Y,>E+l{ Grove,LUpblC_-.tT,TX,782`2,Uni&&EedtateP,4.29583616E8,(ox#o
1279351963,nA\A8AAAB)?A(AA0,G8#,:dzn WLll!Z,]%,)dite a,MKplR G1FA;,LJmb;Co:Edy,T+,l*2P2,UmitVi sta3es,1.26317888E9,
1659128153,PAWWAFAXzAA/AUyz,S8y,{ain Willow,in,LuiXh N,M]<7k9Grove,L]^Dbio.Cty,\X,7(i:2,wn7@ed fta]es,1.98504416E8,Am@d_
1172161680,HnMAAA$ABA@ALm3A,Jf(,MFv$<HxMlow,L-,Suit[!y,Ma@lN"G*$v0,o>CC Co:sYy,gD,7829Z,`Ci:^d czttej,6.0069363E8,c(/Ro
591332821,AAAfA2dABAAdA]AA,X8j,,Q*,juz&e17,M/.l6^p$ivi,$c^N3Count^,TX,7828a,+{Cte` :Jat9s,1.54787904E9,condo
534540844,AEA3AAA[F{hAkAbA,28?,>aQDJWi2PXw,L",?+itvF6,MasPe Grkv%,g\mp b^J<2y,RX,{K'5B,Uvited Stktpy,1.30791552E9,cnnDq
1750383204,A5oAAAh_BAAAAA`A,2P3,Main Willow,Ln,wu};-@Y,,q?Z}"{o_nt8,V),>d2Z2,Un<tey +taoes,1.89810061E9,cof)f
895329906,AA.A+AAABA*A1WA;,/Ph,M6iT Wi^l0w,Ln,S7ive _,`aplETG9Cv/,pa.>Ayouyhy,TX,7z452,1nVtm. Statls,5.4050035E8,condo
1285787903,AA8lPAAvYAAA}AAt,2Um,M+i$ 7ilvo4,Ln,S_iCq a,,5DUI/9o~y3O,,"82fc,5niSe.?St;tes,1.82175104E9,c6gd6
1894533156,~$bAAA<A#AAEAdy>,2{3,MVin 3illow,3n,Suite Y,M6pK| n<ov{,f_mbs%ounty,Ty,_FAz$,Un2te4 y?aQRJ,1.35362266E9,!znto
367850177,S5AAAA>D$AiAAVAA,[83,Max/ aflw:w,LF,8Sfu@oY,Mbple ^L}ye,;amb]CoyntJ,`>,7U2W2,z5."e6#SfatX5,-6.00,condu
480741680,AaXAIA0YeAAAAACA,Z&3,Ua0n3sillow,Ln,SjBt} Y,,e}m/mCounk[,T\,0824V,wn;tad p(at/s,1.12767488E9,cf8do
504227424,AA1{5A3j<2AH5:8(,283,Main@Will:L,`a,Su\t\=Y,MJx![ G>oEe,LK1>NSFu\yy,QS,782;2,xnited StaPes,1.32796992E9,6l0.o
2138552442,A$ABaAzABAAASAA{,2y3,Maink*iB*ow,Lo,SuyLq Y,,Lamb CxpCv~,}X,78e#2,UnitkdJStatk*,1.21356698E9,covdo
918255538,FgA[zA"CBA?UAx1D,IV3,{asn>W`llow,L+,S`itf%Y,Maple Gro8e,&a=11Nognty,IX,O9252,Uniten Sts3es,3.91611392E8,8ondo
450851769,ADAF8]AABAOAVAA",283,>a;njxi*lO=,lR,SuiH)}',MapE" G!Y00,L_-b CoLvDy,w$,78]ZH,X%it^-^S3zteO,4.08651616E8,xB(do
1326633639,AA7AXAAA1AYtA"91,fj3,Main ?X0l5w,On,Wuitt+8,Mapl+ $rove,LamM Coun/y,TX,\8252,U@!k0N "-{tHs,1.73838118E9,co+]a
424063668,ACM"_[.ABpAATA?>,%8L,!ain}W@llow,%\,Suite Y,rap-e'(}oQU,Lamb County,T#,7\E&u,Uc[+vd f*Ltps,1.5687784E8,5oqdo
2125860838,A=AjAPAUB-A7AA]A,G83,M:in6WXl"ow,Ln,Suit~SB,Maiy9 Grova,kPm61Cou3.y,TX,,Unite^ ]tages,-6.00,/onXC
1324516645,;AALA@IAB'AAA%kA,,5ainRci3toT,LM,Suite Y,C1pl= GNovm,nem= C8unt>,VX,7z2<2,U]-="d Stb8es,1.95975718E9,JoYqR
1505697428,Q'AAuA1AxOAXvAFA,2|X,MAim *il8om,!h,Sub\e_Y,MT$leaOZk_$,LaO: wo8ntW,TX,7q2h&,U6eWbo2/:9tes,1.66642509E9,Sondo
884416426,OAz|A!AA.AcA\qAL,h83,Ma|9[Wiloow,Ln,,MauleKjr7[e,La72 Coun>",TP,"825*,fbiBp; S|atAs,9.258988E7,Mo0$o
1010899774,&A"?A?AwiAAj]AAI,*83,Maiu>Wic.$w,Lm,Suote Y,9apm?*G'o\-,L;TcjC"unty,TX,,Uni-e^*@;a[e',1.48784192E8,zo@dP
1770812411,A[[TuAAALAAvAAvA,F8e,Main Willow,Lq,Suite Y,MapPe]rro)H,Lamb County,SX,7'2bC,3n:t\^kState^,,8>ndo
1054799622,4dRMAAAtNAA~z7AA,2k3,Mvi0 0ipkoI,L9,Se!te >,MC%leS'rove,pamG 9ounty,`X,?220t,UVi%eI St{tes,3.95070496E8,ao3cL
1282762730,AU&AhA2ABaAAAAAB,mJO,Dsin%[wil$w,LS,SQivo Y,-aple.Gr%1z,LQ`` C'u/to,T[,78252,{ni{R_oSt$te*,8355492.0,con'o
1.0,$A:AA9AABA)SDA0j,.wr,"ainbJXl3ov,Ln,Suite Y,Mxlax nr*v2,Lamb County,NX,z8dC[,Unigedq"thteB,1.07907917E9,Woedo
939511725,#AGh~Af"4AAJA[A2,283,c10n"Uil\4=,=n,Su%ti@Y,.aUl!mGrmvN,LV4RLCi~]0y,xX,{8u52,UQite7 K]atqs,1.96868954E9,GMnzo
1668862738,FAiAw%(;}{rTAAAL,v83,#"M.xWillN{,nZ,Yuit-<Y,biCHe GIE!e,Vamb Co-nt8,SX,R|[92,`n)Ved 4[at?s,,c~nnB
1887988421,A+jNdAzAaAAAbAnA,283,@ain </lBoj,;n,JuqtH2<,[ip.eZVrP%T,@1m;R/oJ~Hy,Fu,m8262,Unvl8pRStat3_,1.82417472E9,G}>*o
1422243068,bAAAAA{F6AAvA_]A,x`3,@%yd f2(Po),n6,SuiteaY,MHplGRG1o?e,Lsmz [ogntY,|^,,Wnite# p_aoND,4.721416E8,con|o
571737970,1GAAAoWABAAf'KCA,,na@f Kill;w,X#,mui{e Y,#a;.e Grome,L6mS 2oun1y,87,e82$2,8niUhd Sy)te>,7.041207E8,coWto
1288457042,')0FAA4q?9AAZA_l,283,(+Y/bB@'go~,>n,SuiXm Y,Wajle Grovz,Lam$xCounty,TX,E8.52,+'i^vHaS9atec,1.88302963E9,Dundo
456545298,,0n3,<ain pSllHw,Ln,1uite Q,MV{{eQY|ov(,<aQb toZn:\,Tu,<)4<K,]niNed Sla:es,2.750464E8,0ondZ
1118453593,GAWAhvAAwAAGlA{A,28r,MAinxWAolQc,Qn,Siite=T,Maple ^rF&e,L21v ~ou'ty,yX,782ul,U:Vted8`u.tt',9.2027654E8,^x]]o
1528028378,AAAAgA1|BAA(CAA3,d13,UaiF8Wel]kw,in,5uVte*Y,M~ple Gvbve,LaQbYC__nxy,i0,;82B#,ULitXd^SjPKes,1.32397427E9,voMdo
1081311162,,28C,Ml?Z Wvl\ow,L8,S_Wt> Y,MaL[eSGhove,Liq`B[[7n_h,=I,7]25A,N&iKHdfxtaXgs,1.19606861E9,condo
1677208380,AAAAAABAKAMAAAAA,28O,M/inXIiu1Tw,a4,uuihe F,MrpledG\ov",Lax^sCoQ:t6,TX,:t35!,Xni4eg hw.t:s,1.13136742E9,cordo
856845469,AAIADA;ABE8O]HHA,"~3,Main Willow,Lk,Ju6te T,M~VlUe57SvW,Lie)#"ouloV,[L,4e[JS,UnitWd2S.a7({,1.38354611E9,cVKdo
,ABA\^*NiB:AVNI(x,{83,Main W[~Eo=,Ln,Suit"7',Ma6iV 'r9xm,!@mPwqoulNo,4X,7/2d2,UibDe6 WAate`,1.29934848E9,JJndo
364812177,>TAoAA?N<W8A(AAA,2g\,iaan\W_2lo5,s?,S*iWeEY,Maple Grove,[aN% ?on>tY,#X,S825+,QvitU] 9ma:]s,4.38281408E8,Xo%d`
907990910,AAAApAGsX)c5AA_M,]5_,MBiQ K9YCoX,Lj,nw#+e t,MapKx Gr(v",L@VbW^^hntG,Tl,m82&2,bs(IY7>S|aO?s,1.56329882E9,cPNdo
1589942655,AAA=0AwA8#)`CAE(,o8I,!?zV UilloI,nn,S6iVA E,MppN] 9Bi?e,{qmB+CelnI},@X,W{"5B,rnUthHbA@ates,2.0948361E9,cood|
1512808670,dA(A2AArBA?qA7v#,'8!,Mjin WiY`(w,(n,=[.teCM,>aploFpkoqe,L#mbDCoJbT/,TB,78w57,xnieed vtCtMs,5.1416672E8,coDdo
170467531,WAVA^A.AB8fAA#Au,283,z7I*cWil+^w,Ln,Suwt8@Y,%a\l* =EYve,grmb ;~ult<,TX,+825z,UCi*e/ ^2PKes,3.81443872E8,con0o
764123928,AtNAD=;A*-AAAXD",C#V,Main Willow,Ln,l'jv5 J,laple Gx6v7,LemK (oun%y,`X,7S2l2,Uz$tId ;tates,3.23786176E8,Hon%x
570297831,fA$A{A8AByAAjAAA,2fm,\0i!zWilAow,Ln,Suit> u,=apl- Ghov_,\am: CSu1Ay,sX,OS<52,UnWtGdtStatYk,1.88503078E9,~o)dM
1880414862,ocASDAQ1NhASALyA,28A,Main Willow,F1,Smim- ;,":pli /_(se,baab B)uvty,TX,7uX&2,,1.71478195E9,Bowdo
1621684075,AAWAAA[%HEA%AAAA,$8/,Tain wil4ow,9n,^uttET=,Nap/e GAove,LNmb Coun)],,7e2D2,Unvte\wHtates,2.1194071E9,kon@_
82117002,Az.3zrAHB$AA[AAi,283,YamF Willow,qn,Gu-GebS,M8Asx ?r've,5am>8CoDnWH,@X,78252,UniUe| St~Wes,4.37966528E8,c8nm2
1559958218,&AA9AAAABkB4WA$y,V83,MarFNE7';oe,L',,MaRle+GEov|,a(m)fBo\n.y,pX,7~&OA,United States,1.4270345E9,T/naT
1760770404,&AA/W;d*GAe8KJe7,48u,Mri` Y{llO=,}n,d/i.~1Y,"vple GrbX$,7amb}NU'n;y,wM,m8*52,`VBtM= B9|$eT,8.4664038E8,cNnd>
218194673,ARoMAAA)BAAAGAf%,283,Eai$VW[Yl;E,Ll,Nup/e'",m>p`M GrovY,_am] 4ouwt(,TX,98X5C,UAitLT S+`tel,9.793305E8,A[ndo
1879164136,AJAiRAAlB7A+6PU},883,M<iLS%AlXoi,Hn,RuGte :,MNcR&wMrave,iam1 ;Au~t',=H,?8252,U@ited Rtaths,8.2958867E8,c{yd~
2017118043,AA*AHTdABAaAA9AJ,m83,Maig Mil%oy,Ly,=#4E9 Y,_arl2<gG9p=,fambjCDuAty,TX,7Wrq2,z}*ted ztitXs,1.10008614E9,ceId|
