17478,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
24255,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
27369,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
27369,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
36718,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
5126,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
28986,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
27113,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
26937,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
18337,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
18337,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
16090,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
8627,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
27369,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
21702,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
26393,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
18673,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
36718,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
24504,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
8351,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
4070,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
8351,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
27118,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
17478,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
14446,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
43733,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
23570,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
23570,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
48306,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
18043,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
47961,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
21656,AAAAAAAAIJEFAAAA,919,Elm,Ln,Suite 310,Bethel,Gibson County,IN,45281,United States,-5.00,apartment
21656,AAAAAAAAIJEFAAAA,919,Elm,Ln,Suite 310,Bethel,Gibson County,IN,45281,United States,-5.00,apartment
21656,AAAAAAAAIJEFAAAA,919,Elm,Ln,Suite 310,Bethel,Gibson County,IN,45281,United States,-5.00,apartment
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
22079,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
28986,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
21702,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
31516,AAAAAAAAMBLHAAAA,634,Hickory Sixth,Cir.,Suite O,Oakwood,Gogebic County,MI,40169,United States,-5.00,condo
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
26937,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
26937,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
8351,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
37486,AAAAAAAAOGCJAAAA,734,Fifth Washington,Dr.,Suite 330,Sulphur Springs,Concordia Parish,LA,78354,United States,-6.00,single family
37486,AAAAAAAAOGCJAAAA,734,Fifth Washington,Dr.,Suite 330,Sulphur Springs,Concordia Parish,LA,78354,United States,-6.00,single family
37486,AAAAAAAAOGCJAAAA,734,Fifth Washington,Dr.,Suite 330,Sulphur Springs,Concordia Parish,LA,78354,United States,-6.00,single family
12030,AAAAAAAAOPOCAAAA,387,Lake Park,Street,Suite G,Clifton,Prince Edward County,VA,28014,United States,-5.00,condo
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
24504,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
4070,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
17404,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
4070,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
35271,AAAAAAAAHMJIAAAA,326,5th Walnut,Dr.,Suite Q,Macedonia,Lewis County,TN,31087,United States,-6.00,apartment
35271,AAAAAAAAHMJIAAAA,326,5th Walnut,Dr.,Suite Q,Macedonia,Lewis County,TN,31087,United States,-6.00,apartment
35271,AAAAAAAAHMJIAAAA,326,5th Walnut,Dr.,Suite Q,Macedonia,Lewis County,TN,31087,United States,-6.00,apartment
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
16053,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
24504,AAAAAAAAFLODAAAA,647,Jefferson Park,Road,Suite Y,Antioch,Douglas County,MN,58605,United States,-6.00,single family
42882,AAAAAAAACIHKAAAA,942,Jefferson,Boulevard,Suite R,Summit,Bonner County,ID,80499,United States,-7.00,single family
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
18043,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
18043,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
48306,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
5707,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
9575,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
27589,AAAAAAAAFMLGAAAA,191,East,Avenue,Suite 410,Wildwood,Jefferson County,IA,56871,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
33788,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
33082,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
48840,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
1085,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
49851,AAAAAAAANDEAAAAA,339,2nd Second,Circle,Suite 20,Allentown,Hutchinson County,SD,51838,United States,-7.00,apartment
34357,AAAAAAAAFDGIAAAA,167,2nd,Dr.,Suite N,Lakeside,Dunklin County,MO,69532,United States,-6.00,apartment
